,ind1,ind2,vina_score,Unnamed: 3,smiles,mol,carbonyl,carboxylic acid,primary amine,alcohol,ester,amide,acid halide,fluorine halide,chlorine halide,bromine halide,iodine halide,anhydride,ether,secondary amine,enamine,alene,vinyl,phenol,fluorine,chlorine,Bromine,Iodine
994,1005,1005,-7.8,TESTOSTERONE CYPIONATE,CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=CC(=O)CCC35C,<rdkit.Chem.rdchem.Mol object at 0x7f562a259b70>,2,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
995,1006,1006,-7.8,TIMIPERONE,C1CN(CCC1N2C3=CC=CC=C3NC2=S)CCCC(=O)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a259bc0>,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
996,1007,1007,-7.8,TOSEDOSTAT,CC(C)CC(C(C(=O)NO)O)C(=O)NC(C1=CC=CC=C1)C(=O)OC2CCCC2,<rdkit.Chem.rdchem.Mol object at 0x7f562a259c10>,3,0,0,1,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
997,1008,1008,-7.8,TOSUFLOXACIN,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a259c60>,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
998,1009,1009,-7.8,TRICLONIDE,CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CCl)C)Cl)Cl)C)F)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a259cb0>,2,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,4,0,1,3,0,0
999,1010,1010,-7.8,TROPATEPINE,CN1C2CCC1CC(=C3C4=CC=CC=C4CSC5=CC=CC=C53)C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a259d00>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1000,1011,1011,-7.8,TROSPIUM,C1CC[N+]2(C1)C3CCC2CC(C3)OC(=O)C(C4=CC=CC=C4)(C5=CC=CC=C5)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a259d50>,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1001,1012,1012,-7.8,ULIMORELIN,CC1CNC(C(=O)N(C(C(=O)NC(C(=O)NCCCC2=CC=CC=C2O1)CC3=CC=C(C=C3)F)C)C)C4CC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a259da0>,3,0,0,0,0,3,3,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
1002,1013,1013,-7.8,USL-311,CC(C)N1CCC(CC1)N2CCCN(CC2)C3=CC=CC(=N3)C(=O)NC4=CC=NC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a259df0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
1003,1014,1014,-7.8,VANOXERINE,C1CN(CCN1CCCC2=CC=CC=C2)CCOC(C3=CC=C(C=C3)F)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a259e40>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
1004,1015,1015,-7.8,VANYLDISULFAMIDE,COC1=C(C=CC(=C1)C(NC2=CC=C(C=C2)S(=O)(=O)N)NC3=CC=C(C=C3)S(=O)(=O)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a259e90>,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,2,0,0,0,0
1005,1016,1016,-7.8,VAPIPROST,C1CCN(CC1)C2C(CC(C2CCC=CCCC(=O)O)OCC3=CC=C(C=C3)C4=CC=CC=C4)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a259ee0>,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
1006,1017,1017,-7.8,VATINOXAN,CS(=O)(=O)NCCN1C(=O)NCC12CCN3CCC4=C(C3C2)OC5=CC=CC=C45,<rdkit.Chem.rdchem.Mol object at 0x7f562a259f30>,1,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1007,1018,1018,-7.8,VICRIVIROC,CC1CN(CCN1C(COC)C2=CC=C(C=C2)C(F)(F)F)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a259f80>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0
1008,1019,1019,-7.8,VINBURNINE,CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a030>,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1009,1020,1020,-7.8,XIMELAGATRAN,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a080>,3,0,0,0,0,2,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
1010,1021,1021,-7.7,9-AMINOCAMPTOTHECIN,CCC1(C2=C(COC1=O)C(=O)N3CC4=CC5=C(C=CC=C5N=C4C3=C2)N)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a0d0>,1,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1011,1022,1022,-7.7,ABANOQUIL,COC1=C(C=C2CN(CCC2=C1)C3=NC4=CC(=C(C=C4C(=C3)N)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a120>,0,0,1,0,0,0,0,0,0,0,0,0,4,1,2,0,0,0,0,0,0,0
1012,1023,1023,-7.7,AC-430,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C(C4=CC=C(C=C4)F)O.Br,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a170>,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
1013,1024,1024,-7.7,ACRIDOREX,CC(CC1=CC=CC=C1)NCCC2=C3C=CC=CC3=NC4=CC=CC=C42,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a1c0>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1014,1025,1025,-7.7,ACTODIGIN,CC12CCC(CC1CCC3C2CCC4(C3(CCC4C5=CCOC5=O)O)C)OC6C(C(C(C(O6)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a210>,1,0,0,5,0,0,1,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0
1015,1026,1026,-7.7,ALOIN,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2C4C(C(C(C(O4)CO)O)O)O)C=C(C=C3O)CO,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a260>,1,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0
1016,1029,1029,-7.7,AMSACRINE,COC1=C(C=CC(=C1)NS(=O)(=O)C)NC2=C3C=CC=CC3=NC4=CC=CC=C42,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a2b0>,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0
1017,1030,1030,-7.7,ANCRIVIROC,CCON=C(C1CCN(CC1)C2(CCN(CC2)C(=O)C3=C(C=C[N+](=C3C)[O-])C)C)C4=CC=C(C=C4)Br,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a300>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1018,1031,1031,-7.7,AS-602868,CC1=CC(=O)N(C1=O)NC2=NC(=NC3=C2C(=CC=C3)OC)C4=CC=CS4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a350>,2,0,0,0,0,2,2,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0
1019,1032,1032,-7.7,ASPOXICILLIN,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=C(C=C3)O)NC(=O)C(CC(=O)NC)N)C(=O)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a3a0>,5,1,1,0,0,4,5,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
1020,1033,1033,-7.7,ATALUREN,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a3f0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1021,1034,1034,-7.7,ATOPAXAR,CCOC1=C(C(=C2C(=C1)CN(C2=N)CC(=O)C3=CC(=C(C(=C3)N4CCOCC4)OC)C(C)(C)C)F)OCC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a440>,1,0,0,0,1,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,0
1022,1035,1035,-7.7,AZD-6703,CC1=C(C=C(C=C1)C(=O)NC2CC2)N3C=NC4=C(C3=O)C=C(C=C4)N5CCN(CC5)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a490>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1023,1036,1036,-7.7,AZELNIDIPINE,CC1=C(C(C(=C(N1)N)C(=O)OC2CN(C2)C(C3=CC=CC=C3)C4=CC=CC=C4)C5=CC(=CC=C5)[N+](=O)[O-])C(=O)OC(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a4e0>,2,0,1,0,0,0,2,0,0,0,0,0,2,2,4,0,4,0,0,0,0,0
1024,1037,1037,-7.7,AZILSARTAN,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a530>,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1025,1038,1038,-7.7,AZIPRAMINE,CN(CCC1=CC2=C3N1C4=CC=CC=C4CCC3=CC=C2)CC5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a580>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,1039,1039,-7.7,BALAGLITAZONE,CN1C(=NC2=CC=CC=C2C1=O)COC3=CC=C(C=C3)CC4C(=O)NC(=O)S4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a5d0>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1027,1040,1040,-7.7,BEDAQUILINE,CN(C)CCC(C1=CC=CC2=CC=CC=C21)(C(C3=CC=CC=C3)C4=C(N=C5C=CC(=CC5=C4)Br)OC)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a620>,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1028,1041,1041,-7.7,BENZOTRIPT,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a670>,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1029,1042,1042,-7.7,BENZO[DEF]CHRYSENE,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a6c0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1030,1043,1043,-7.7,BINIZOLAST,CCCN1C(=O)C2=CC=CC=C2N3C1=NN=C3CN4CCCCC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a710>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1031,1044,1044,-7.7,BIRABRESIB,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a760>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0
1032,1045,1045,-7.7,BISOBRIN,COC1=C(C=C2C(NCCC2=C1)CCCCC3C4=CC(=C(C=C4CCN3)OC)OC)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a7b0>,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0
1033,1046,1046,-7.7,BITOPERTIN,CC(C(F)(F)F)OC1=C(C=C(C=C1)S(=O)(=O)C)C(=O)N2CCN(CC2)C3=C(C=C(C=N3)C(F)(F)F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a800>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,7,0,0,0
1034,1047,1047,-7.7,BLONANSERIN,CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a850>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1035,1048,1048,-7.7,BMS-223131,C1=CC2=C(C=C1C(F)(F)F)C(=C(C(=O)N2)CCO)C3=C(C=CC(=C3)Cl)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a8a0>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0
1036,1049,1049,-7.7,BMS-690514,COC1=CC=CC(=C1)NC2=NC=NN3C2=C(C=C3)CN4CCC(C(C4)O)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a8f0>,0,0,1,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0
1037,1050,1050,-7.7,BMS-962212,CN1CCN(C(=O)C1)C2=CC=CC3=C2CCN(C3C(=O)NC4=CC=C(C=C4)C(=O)O)C(=O)C=CC5=C(C=CC(=C5F)Cl)N6C=NN=N6,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a940>,4,1,0,0,0,3,4,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0
1038,1051,1051,-7.7,BRANAPLAM,CC1(CC(CC(N1)(C)C)OC2=NN=C(C=C2)C3=C(C=C(C=C3)C4=CNN=C4)O)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a990>,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0
1039,1052,1052,-7.7,BREXPIPRAZOLE,C1CN(CCN1CCCCOC2=CC3=C(C=C2)C=CC(=O)N3)C4=C5C=CSC5=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25a9e0>,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1040,1053,1053,-7.7,CADAZOLID,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCC(CC4)(COC5=C(C=C(C=C5)N6CC(OC6=O)CO)F)O)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25aa30>,2,1,0,2,0,1,2,0,0,0,0,0,2,0,2,0,0,0,2,0,0,0
1041,1054,1054,-7.7,CAMICINAL,CC1CN(CCN1)CC2=CC=C(C=C2)CC(=O)N3CCC(CC3)NC4=CC(=CC=C4)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25aa80>,1,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0
1042,1055,1055,-7.7,CANDOXATRIL,COCCOCC(CC1(CCCC1)C(=O)NC2CCC(CC2)C(=O)O)C(=O)OC3=CC4=C(CCC4)C=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a25aad0>,3,1,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
1043,1056,1056,-7.7,CARPROFEN,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ab20>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1044,1057,1057,-7.7,CEFMATILEN,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(=NO)C3=CSC(=N3)N)C(=O)O)SCSC4=NNN=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ab70>,3,1,1,0,0,2,3,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0
1045,1058,1058,-7.7,CEFTOBIPROLE MEDOCARIL,CC1=C(OC(=O)O1)COC(=O)N2CCC(C2)N3CCC(=CC4=C(N5C(C(C5=O)NC(=O)C(=NO)C6=NSC(=N6)N)SC4)C(=O)O)C3=O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25abc0>,5,1,1,0,0,4,5,0,0,0,0,0,1,1,1,0,4,0,0,0,0,0
1046,1059,1059,-7.7,CELECOXIB,CC1=CC=C(C=C1)C2=CC(=NN2C3=CC=C(C=C3)S(=O)(=O)N)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ac10>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
1047,1060,1060,-7.7,CETEFLOXACIN,CC1C(CN1C2=C(C=C3C(=C2)N(C=C(C3=O)C(=O)O)C4=C(C=C(C=C4)F)F)F)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ac60>,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0
1048,1061,1061,-7.7,CILTOPRAZINE,CC1=CC(=CC=C1)N2CCN(CC2)CCCNC(=O)NC(=O)C3=C(C=CC(=C3)Cl)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25acb0>,2,0,0,0,0,3,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
1049,1062,1062,-7.7,CIPROFLOXACIN,C1CC1N2C=C(C(=O)C3=CC(=C(C=C32)N4CCNCC4)F)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ad00>,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1050,1063,1063,-7.7,CITARINOSTAT,C1=CC=C(C=C1)N(C2=CC=CC=C2Cl)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ad50>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
1051,1064,1064,-7.7,CLIMAZOLAM,CC1=NC=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ada0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
1052,1065,1065,-7.7,CLOCINIZINE,C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25adf0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0
1053,1066,1066,-7.7,DANITRACEN,CN1CCC(=C2C3=CC=CC=C3C(C4=CC=CC=C42)O)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ae40>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1054,1067,1067,-7.7,DAPAGLIFLOZIN,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C3C(C(C(C(O3)CO)O)O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25ae90>,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
1055,1068,1068,-7.7,DAPIPRAZOLE,CC1=CC=CC=C1N2CCN(CC2)CCC3=NN=C4N3CCCC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25aee0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1056,1069,1069,-7.7,Daporinad,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a25af30>,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
1057,1070,1070,-7.7,DASANTAFIL,CCN1C(=O)C2=C(N=C(N2CC3=CC(=C(C=C3)OC)Br)NC4CCCC4O)N(C1=O)CCO,<rdkit.Chem.rdchem.Mol object at 0x7f562a25af80>,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
1058,1071,1071,-7.7,DERAZANTINIB,COCCNCCC1=CC(=CC=C1)NC2=NC=C3CC(C4=CC=CC=C4C3=N2)C5=CC=CC=C5F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b030>,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0
1059,1072,1072,-7.7,DIATHYMOSULFONE,CC1=CC(=C(C=C1N=NC2=CC=C(C=C2)S(=O)(=O)C3=CC=C(C=C3)N=NC4=CC(=C(C=C4C)O)C(C)C)C(C)C)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b080>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1060,1073,1073,-7.7,DIPERODON,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b0d0>,2,0,0,0,0,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0
1061,1074,1074,-7.7,DNK333,CN(C(CC1=CC(=C(C=C1)Cl)Cl)C=CC(=O)NC2CCCCNC2=O)C(=O)C3=CC(=CC(=C3)C(F)(F)F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b120>,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,2,0,6,2,0,0
1062,1075,1075,-7.7,DOXAMINOL,CN(CCC1C2=CC=CC=C2COC3=CC=CC=C13)CC(COC4=CC=CC=C4)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b170>,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1063,1076,1076,-7.7,DU 125530,C1CN(CCN1CCCCN2C(=O)C3=CC=CC=C3S2(=O)=O)C4=C5C(=CC(=C4)Cl)OCCO5,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b1c0>,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0
1064,1077,1077,-7.7,E-7820,CC1=C2C(=CNC2=C(C=C1)NS(=O)(=O)C3=CC=CC(=C3)C#N)C#N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b210>,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1065,1078,1078,-7.7,ECENOFLOXACIN,CC12CC(C1CN(C2)C3=C(C=C4C(=O)C(=CN(C4=N3)C5CC5)C(=O)O)F)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b260>,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
1066,1079,1079,-7.7,EFATUTAZONE,CC1=CC(=CC(=C1N)C)OC2=CC3=C(C=C2)N=C(N3C)COC4=CC=C(C=C4)CC5C(=O)NC(=O)S5,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b2b0>,2,0,1,0,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0
1067,1080,1080,-7.7,EFIPLADIB,C1=CC=C(C=C1)C(C2=CC=CC=C2)N3C4=C(C=C(C=C4)Cl)C(=C3CCNS(=O)(=O)CC5=CC(=C(C=C5)Cl)Cl)CCCC6=CC=C(C=C6)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b300>,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0
1068,1081,1081,-7.7,EMRICASAN,CC(C(=O)NC(CC(=O)O)C(=O)COC1=C(C(=CC(=C1F)F)F)F)NC(=O)C(=O)NC2=CC=CC=C2C(C)(C)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b350>,5,1,0,0,1,3,5,0,0,0,0,0,1,0,1,0,0,0,4,0,0,0
1069,1082,1082,-7.7,ENCAINIDE,CN1CCCCC1CCC2=CC=CC=C2NC(=O)C3=CC=C(C=C3)OC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b3a0>,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
1070,1083,1083,-7.7,ENGLITAZONE,C1CC2=C(C=CC(=C2)CC3C(=O)NC(=O)S3)OC1CC4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b3f0>,2,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1071,1084,1084,-7.7,ERTUGLIFLOZIN,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)C34C(C(C(C(O3)(CO4)CO)O)O)O)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b440>,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
1072,1085,1085,-7.7,ESTRADIOL BENZOATE,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b490>,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1073,1087,1087,-7.7,ETC-159,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(=O)NC3=NN=C(C=C3)C4=CC=CC=C4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b4e0>,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1074,1088,1088,-7.7,ETHYL CARFLUZEPATE,CCOC(=O)C1C(=O)N(C2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3F)C(=O)NC,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b530>,3,0,0,0,0,3,3,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
1075,1089,1089,-7.7,ETIZOLAM,CCC1=CC2=C(S1)N3C(=NN=C3CN=C2C4=CC=CC=C4Cl)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b580>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1076,1090,1090,-7.7,ETOMIDOLINE,CCN1C(C2=CC=CC=C2C1=O)NC3=CC=C(C=C3)OCCN4CCCCC4,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b5d0>,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
1077,1091,1091,-7.7,Evobrutinib,C=CC(=O)N1CCC(CC1)CNC2=NC=NC(=C2C3=CC=C(C=C3)OC4=CC=CC=C4)N,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b620>,1,0,1,0,0,1,1,0,0,0,0,0,1,2,2,0,2,0,0,0,0,0
1078,1092,1092,-7.7,FELOPRENTAN,CC1=CC(=NC(=N1)OC(C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OCCC4=CC(=C(C=C4)OC)OC)C,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b670>,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
1079,1093,1093,-7.7,FENTIAZAC,C1=CC=C(C=C1)C2=NC(=C(S2)CC(=O)O)C3=CC=C(C=C3)Cl,<rdkit.Chem.rdchem.Mol object at 0x7f562a25b6c0>,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
